Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2021-2022;6e leerjaar;;18;Kleine Muze
2021-2022;1e leerjaar;3;48;Groene Eilandje
2021-2022;2e leerjaar;2;49;Groene Eilandje
2021-2022;3e leerjaar;1;46;Groene Eilandje
2021-2022;4e leerjaar;;47;Groene Eilandje
2021-2022;5e leerjaar;;46;Groene Eilandje
2021-2022;6e leerjaar;;37;Groene Eilandje
2021-2022;1e leerjaar;;27;Kosmos
2021-2022;2e leerjaar;;25;Kosmos
2021-2022;3e leerjaar;;26;Kosmos
2021-2022;4e leerjaar;;24;Kosmos
2021-2022;5e leerjaar;;25;Kosmos
2021-2022;6e leerjaar;;35;Kosmos
2021-2022;1e leerjaar;3;27;Land van Nu
2021-2022;2e leerjaar;;20;Land van Nu
2021-2022;3e leerjaar;;18;Land van Nu
2021-2022;4e leerjaar;1;20;Land van Nu
2021-2022;5e leerjaar;;20;Land van Nu
2021-2022;6e leerjaar;;21;Land van Nu
2021-2022;1e leerjaar;2;23;De Zonnebloem
2021-2022;2e leerjaar;2;26;De Zonnebloem
2021-2022;3e leerjaar;1;19;De Zonnebloem
2021-2022;4e leerjaar;1;27;De Zonnebloem
2021-2022;5e leerjaar;;23;De Zonnebloem
2021-2022;6e leerjaar;;15;De Zonnebloem
2021-2022;1e leerjaar;5;23;Elisabeth
2021-2022;2e leerjaar;4;25;Elisabeth
2021-2022;3e leerjaar;3;22;Elisabeth
2021-2022;4e leerjaar;1;20;Elisabeth
2021-2022;5e leerjaar;1;22;Elisabeth
2021-2022;6e leerjaar;;20;Elisabeth
2021-2022;1e leerjaar;1;24;Het Pieterke
2021-2022;2e leerjaar;;22;Het Pieterke
2021-2022;3e leerjaar;1;13;Het Pieterke
2021-2022;4e leerjaar;;20;Het Pieterke
2021-2022;5e leerjaar;1;19;Het Pieterke
2021-2022;6e leerjaar;;17;Het Pieterke
2021-2022;1e leerjaar;2;24;Studio Dynamo
2021-2022;2e leerjaar;3;25;Studio Dynamo
2021-2022;3e leerjaar;1;21;Studio Dynamo
2021-2022;4e leerjaar;;20;Studio Dynamo
2021-2022;5e leerjaar;1;17;Studio Dynamo
2021-2022;6e leerjaar;;12;Studio Dynamo
2021-2022;1e leerjaar;;21;Het Atelier
2021-2022;2e leerjaar;3;22;Het Atelier
2021-2022;3e leerjaar;1;23;Het Atelier
2021-2022;4e leerjaar;2;18;Het Atelier
2021-2022;5e leerjaar;3;18;Het Atelier
2021-2022;6e leerjaar;;19;Het Atelier
2021-2022;1e leerjaar;1;24;TipTop
2021-2022;2e leerjaar;;21;TipTop
2021-2022;3e leerjaar;1;23;TipTop
2021-2022;4e leerjaar;3;19;TipTop
2021-2022;5e leerjaar;;20;TipTop
2021-2022;6e leerjaar;;14;TipTop
