Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2010-2011;6e leerjaar;0;22;De Beren
2012-2013;6e leerjaar;0;16;De Beren
2010-2011;4e leerjaar;3;23;De Beren
2012-2013;1e leerjaar;2;41;De Beren
2010-2011;2e leerjaar;1;22;De Beren
2010-2011;1e leerjaar;5;30;De Beren
2014-2015;2e leerjaar;1;44;De Beren
2014-2015;4e leerjaar;1;23;De Beren
2011-2012;6e leerjaar;0;17;De Beren
2012-2013;5e leerjaar;0;21;De Beren
2012-2013;4e leerjaar;0;23;De Beren
2012-2013;3e leerjaar;0;29;De Beren
2012-2013;2e leerjaar;1;20;De Beren
2010-2011;5e leerjaar;2;18;De Beren
2014-2015;5e leerjaar;0;28;De Beren
2014-2015;6e leerjaar;0;28;De Beren
2014-2015;1e leerjaar;1;32;De Beren
2016-2017;3e leerjaar;2;35;De Beren
2019-2020;2e leerjaar;1;28;De Beren
2019-2020;3e leerjaar;3;36;De Beren
2019-2020;4e leerjaar;0;22;De Beren
2019-2020;5e leerjaar;1;22;De Beren
2019-2020;1e leerjaar;4;32;De Beren
2016-2017;2e leerjaar;0;30;De Beren
2016-2017;1e leerjaar;4;32;De Beren
2016-2017;4e leerjaar;0;48;De Beren
2016-2017;5e leerjaar;0;43;De Beren
2016-2017;6e leerjaar;0;17;De Beren
2018-2019;1e leerjaar;2;30;De Beren
2018-2019;2e leerjaar;0;35;De Beren
2018-2019;3e leerjaar;2;30;De Beren
2018-2019;4e leerjaar;1;24;De Beren
2018-2019;5e leerjaar;4;33;De Beren
2018-2019;6e leerjaar;0;49;De Beren
2019-2020;6e leerjaar;0;30;De Beren
2017-2018;5e leerjaar;0;51;De Beren
2017-2018;1e leerjaar;4;35;De Beren
2017-2018;2e leerjaar;3;29;De Beren
2017-2018;3e leerjaar;0;27;De Beren
2017-2018;4e leerjaar;0;30;De Beren
2017-2018;6e leerjaar;0;38;De Beren
2014-2015;6e leerjaar;0;16;De Brem
2011-2012;6e leerjaar;0;18;De Brem
2011-2012;5e leerjaar;1;24;De Brem
2011-2012;3e leerjaar;1;16;De Brem
2012-2013;1e leerjaar;1;26;De Brem
2011-2012;1e leerjaar;0;22;De Brem
2014-2015;1e leerjaar;1;25;De Brem
2014-2015;2e leerjaar;0;28;De Brem
2014-2015;3e leerjaar;0;27;De Brem
2014-2015;5e leerjaar;0;26;De Brem
2011-2012;4e leerjaar;1;23;De Brem
2010-2011;6e leerjaar;0;19;De Brem
2010-2011;5e leerjaar;1;23;De Brem
2010-2011;4e leerjaar;0;24;De Brem
2010-2011;3e leerjaar;0;22;De Brem
2010-2011;2e leerjaar;0;16;De Brem
2010-2011;1e leerjaar;1;29;De Brem
2012-2013;6e leerjaar;0;22;De Brem
2012-2013;5e leerjaar;0;19;De Brem
2012-2013;4e leerjaar;2;18;De Brem
2012-2013;3e leerjaar;0;25;De Brem
2012-2013;2e leerjaar;0;21;De Brem
2014-2015;4e leerjaar;0;19;De Brem
2015-2016;1e leerjaar;0;27;De Brem
2015-2016;6e leerjaar;0;25;De Brem
2015-2016;5e leerjaar;0;22;De Brem
2015-2016;4e leerjaar;0;26;De Brem
2011-2012;2e leerjaar;0;25;De Brem
2015-2016;2e leerjaar;0;24;De Brem
2013-2014;6e leerjaar;0;20;De Brem
2013-2014;2e leerjaar;0;29;De Brem
2015-2016;3e leerjaar;0;27;De Brem
2013-2014;1e leerjaar;0;28;De Brem
2013-2014;5e leerjaar;0;17;De Brem
2013-2014;3e leerjaar;0;21;De Brem
2013-2014;4e leerjaar;0;26;De Brem
2019-2020;6e leerjaar;0;26;De Brem
2016-2017;5e leerjaar;0;27;De Brem
2018-2019;1e leerjaar;0;27;De Brem
2019-2020;5e leerjaar;0;27;De Brem
2016-2017;2e leerjaar;0;27;De Brem
2019-2020;4e leerjaar;1;27;De Brem
2016-2017;3e leerjaar;1;25;De Brem
2016-2017;4e leerjaar;1;26;De Brem
2018-2019;3e leerjaar;0;27;De Brem
2018-2019;5e leerjaar;0;27;De Brem
2016-2017;1e leerjaar;0;28;De Brem
2018-2019;2e leerjaar;1;24;De Brem
2017-2018;1e leerjaar;1;23;De Brem
2017-2018;4e leerjaar;0;26;De Brem
2017-2018;2e leerjaar;0;27;De Brem
2018-2019;4e leerjaar;1;28;De Brem
2019-2020;3e leerjaar;1;26;De Brem
2017-2018;3e leerjaar;0;26;De Brem
2017-2018;6e leerjaar;0;25;De Brem
2017-2018;5e leerjaar;0;26;De Brem
2018-2019;6e leerjaar;0;27;De Brem
2016-2017;6e leerjaar;0;22;De Brem
2019-2020;1e leerjaar;0;26;De Brem
2019-2020;2e leerjaar;0;26;De Brem
2015-2016;1e leerjaar;3;57;Klimoever
2015-2016;6e leerjaar;0;31;Klimoever
2015-2016;5e leerjaar;1;46;Klimoever
2015-2016;4e leerjaar;2;40;Klimoever
2015-2016;3e leerjaar;3;52;Klimoever
2015-2016;2e leerjaar;2;49;Klimoever
2012-2013;1e leerjaar;7;47;Klimoever
2012-2013;2e leerjaar;2;41;Klimoever
2012-2013;3e leerjaar;1;34;Klimoever
2012-2013;4e leerjaar;0;36;Klimoever
2010-2011;6e leerjaar;1;15;Klimoever
2012-2013;6e leerjaar;0;30;Klimoever
2013-2014;2e leerjaar;4;45;Klimoever
2010-2011;3e leerjaar;2;25;Klimoever
2010-2011;1e leerjaar;7;48;Klimoever
2010-2011;2e leerjaar;5;43;Klimoever
2013-2014;1e leerjaar;5;45;Klimoever
2010-2011;5e leerjaar;1;26;Klimoever
2013-2014;6e leerjaar;0;18;Klimoever
2013-2014;5e leerjaar;0;26;Klimoever
2013-2014;4e leerjaar;5;36;Klimoever
2013-2014;3e leerjaar;2;39;Klimoever
2012-2013;5e leerjaar;0;22;Klimoever
2011-2012;5e leerjaar;0;31;Klimoever
2010-2011;4e leerjaar;1;34;Klimoever
2011-2012;6e leerjaar;0;24;Klimoever
2011-2012;4e leerjaar;1;22;Klimoever
2011-2012;3e leerjaar;5;37;Klimoever
2011-2012;2e leerjaar;3;42;Klimoever
2011-2012;1e leerjaar;1;50;Klimoever
2014-2015;1e leerjaar;3;51;Klimoever
2014-2015;2e leerjaar;5;51;Klimoever
2014-2015;3e leerjaar;1;40;Klimoever
2014-2015;4e leerjaar;2;42;Klimoever
2014-2015;5e leerjaar;2;32;Klimoever
2014-2015;6e leerjaar;1;24;Klimoever
2018-2019;6e leerjaar;1;42;Klimoever
2019-2020;4e leerjaar;1;44;Klimoever
2016-2017;4e leerjaar;0;51;Klimoever
2018-2019;5e leerjaar;1;38;Klimoever
2019-2020;3e leerjaar;4;49;Klimoever
2019-2020;1e leerjaar;2;48;Klimoever
2018-2019;4e leerjaar;2;42;Klimoever
2018-2019;3e leerjaar;4;49;Klimoever
2018-2019;1e leerjaar;2;51;Klimoever
2016-2017;5e leerjaar;0;44;Klimoever
2019-2020;2e leerjaar;1;46;Klimoever
2016-2017;3e leerjaar;0;46;Klimoever
2017-2018;1e leerjaar;0;50;Klimoever
2017-2018;6e leerjaar;1;39;Klimoever
2017-2018;2e leerjaar;1;50;Klimoever
2016-2017;1e leerjaar;4;50;Klimoever
2017-2018;3e leerjaar;1;49;Klimoever
2017-2018;4e leerjaar;2;41;Klimoever
2018-2019;2e leerjaar;2;48;Klimoever
2019-2020;6e leerjaar;0;40;Klimoever
2016-2017;6e leerjaar;0;47;Klimoever
2017-2018;5e leerjaar;0;47;Klimoever
2019-2020;5e leerjaar;0;41;Klimoever
2016-2017;2e leerjaar;0;52;Klimoever
2012-2013;3e leerjaar;1;20;De Luchtballon
2012-2013;1e leerjaar;4;40;De Luchtballon
2014-2015;1e leerjaar;6;45;De Luchtballon
2014-2015;2e leerjaar;3;36;De Luchtballon
2014-2015;3e leerjaar;1;29;De Luchtballon
2014-2015;4e leerjaar;1;27;De Luchtballon
2010-2011;1e leerjaar;6;38;De Luchtballon
2010-2011;2e leerjaar;5;20;De Luchtballon
2010-2011;3e leerjaar;2;22;De Luchtballon
2010-2011;4e leerjaar;0;15;De Luchtballon
2010-2011;5e leerjaar;2;15;De Luchtballon
2010-2011;6e leerjaar;0;5;De Luchtballon
2011-2012;2e leerjaar;1;27;De Luchtballon
2012-2013;2e leerjaar;6;35;De Luchtballon
2011-2012;4e leerjaar;0;18;De Luchtballon
2011-2012;5e leerjaar;1;16;De Luchtballon
2011-2012;6e leerjaar;0;8;De Luchtballon
2011-2012;1e leerjaar;11;37;De Luchtballon
2013-2014;1e leerjaar;4;39;De Luchtballon
2013-2014;2e leerjaar;2;35;De Luchtballon
2013-2014;3e leerjaar;4;29;De Luchtballon
2013-2014;4e leerjaar;2;16;De Luchtballon
2013-2014;5e leerjaar;7;19;De Luchtballon
2013-2014;6e leerjaar;0;5;De Luchtballon
2015-2016;1e leerjaar;4;42;De Luchtballon
2015-2016;2e leerjaar;3;41;De Luchtballon
2015-2016;3e leerjaar;3;35;De Luchtballon
2015-2016;4e leerjaar;2;22;De Luchtballon
2011-2012;3e leerjaar;1;22;De Luchtballon
2012-2013;4e leerjaar;3;22;De Luchtballon
2012-2013;5e leerjaar;7;20;De Luchtballon
2012-2013;6e leerjaar;0;3;De Luchtballon
2016-2017;3e leerjaar;8;40;De Luchtballon
2018-2019;5e leerjaar;2;36;De Luchtballon
2018-2019;4e leerjaar;3;38;De Luchtballon
2018-2019;3e leerjaar;7;39;De Luchtballon
2018-2019;1e leerjaar;11;44;De Luchtballon
2018-2019;2e leerjaar;11;41;De Luchtballon
2018-2019;6e leerjaar;0;8;De Luchtballon
2019-2020;4e leerjaar;2;34;De Luchtballon
2019-2020;3e leerjaar;3;38;De Luchtballon
2017-2018;1e leerjaar;8;46;De Luchtballon
2017-2018;2e leerjaar;6;43;De Luchtballon
2017-2018;3e leerjaar;3;42;De Luchtballon
2016-2017;1e leerjaar;8;44;De Luchtballon
2016-2017;2e leerjaar;4;45;De Luchtballon
2019-2020;6e leerjaar;0;22;De Luchtballon
2019-2020;2e leerjaar;6;48;De Luchtballon
2019-2020;1e leerjaar;9;47;De Luchtballon
2019-2020;5e leerjaar;0;39;De Luchtballon
2015-2016;5e leerjaar;1;17;De Luchtballon
2015-2016;6e leerjaar;0;6;De Luchtballon
2014-2015;6e leerjaar;0;14;De Luchtballon
2014-2015;5e leerjaar;1;16;De Luchtballon
2016-2017;5e leerjaar;0;20;De Luchtballon
2016-2017;6e leerjaar;0;15;De Luchtballon
2017-2018;6e leerjaar;0;13;De Luchtballon
2016-2017;4e leerjaar;1;27;De Luchtballon
2017-2018;4e leerjaar;2;41;De Luchtballon
2017-2018;5e leerjaar;0;25;De Luchtballon
2014-2015;2e leerjaar;0;27;Hoedjes van Papier
2014-2015;3e leerjaar;0;35;Hoedjes van Papier
2015-2016;1e leerjaar;2;35;Hoedjes van Papier
2015-2016;2e leerjaar;0;28;Hoedjes van Papier
2015-2016;4e leerjaar;0;35;Hoedjes van Papier
2012-2013;1e leerjaar;1;34;Hoedjes van Papier
2014-2015;1e leerjaar;2;30;Hoedjes van Papier
2013-2014;1e leerjaar;1;27;Hoedjes van Papier
2013-2014;2e leerjaar;1;37;Hoedjes van Papier
2015-2016;3e leerjaar;1;28;Hoedjes van Papier
2017-2018;6e leerjaar;0;27;Hoedjes van Papier
2016-2017;5e leerjaar;0;37;Hoedjes van Papier
2019-2020;3e leerjaar;2;48;Hoedjes van Papier
2019-2020;2e leerjaar;2;47;Hoedjes van Papier
2019-2020;1e leerjaar;3;51;Hoedjes van Papier
2019-2020;5e leerjaar;1;43;Hoedjes van Papier
2019-2020;4e leerjaar;0;49;Hoedjes van Papier
2019-2020;6e leerjaar;1;24;Hoedjes van Papier
2016-2017;4e leerjaar;1;30;Hoedjes van Papier
2016-2017;3e leerjaar;0;28;Hoedjes van Papier
2017-2018;1e leerjaar;2;48;Hoedjes van Papier
2016-2017;1e leerjaar;3;49;Hoedjes van Papier
2018-2019;1e leerjaar;2;42;Hoedjes van Papier
2018-2019;5e leerjaar;2;29;Hoedjes van Papier
2018-2019;4e leerjaar;0;40;Hoedjes van Papier
2016-2017;2e leerjaar;2;38;Hoedjes van Papier
2018-2019;2e leerjaar;2;47;Hoedjes van Papier
2018-2019;6e leerjaar;0;28;Hoedjes van Papier
2017-2018;2e leerjaar;4;51;Hoedjes van Papier
2017-2018;3e leerjaar;2;36;Hoedjes van Papier
2017-2018;4e leerjaar;0;26;Hoedjes van Papier
2017-2018;5e leerjaar;2;31;Hoedjes van Papier
2018-2019;3e leerjaar;1;48;Hoedjes van Papier
2012-2013;1e leerjaar;0;19;Het Vliegertje
2014-2015;3e leerjaar;1;17;Het Vliegertje
2013-2014;2e leerjaar;1;21;Het Vliegertje
2015-2016;2e leerjaar;0;40;Het Vliegertje
2014-2015;1e leerjaar;3;40;Het Vliegertje
2013-2014;1e leerjaar;4;30;Het Vliegertje
2015-2016;3e leerjaar;0;27;Het Vliegertje
2014-2015;2e leerjaar;1;29;Het Vliegertje
2015-2016;1e leerjaar;0;44;Het Vliegertje
2015-2016;4e leerjaar;0;15;Het Vliegertje
2016-2017;5e leerjaar;0;12;Het Vliegertje
2018-2019;1e leerjaar;3;48;Het Vliegertje
2016-2017;1e leerjaar;2;44;Het Vliegertje
2016-2017;2e leerjaar;4;47;Het Vliegertje
2016-2017;3e leerjaar;0;35;Het Vliegertje
2016-2017;4e leerjaar;0;25;Het Vliegertje
2017-2018;1e leerjaar;3;49;Het Vliegertje
2018-2019;4e leerjaar;2;45;Het Vliegertje
2018-2019;5e leerjaar;1;31;Het Vliegertje
2018-2019;6e leerjaar;0;22;Het Vliegertje
2017-2018;2e leerjaar;4;42;Het Vliegertje
2017-2018;3e leerjaar;0;43;Het Vliegertje
2017-2018;4e leerjaar;0;32;Het Vliegertje
2017-2018;5e leerjaar;0;23;Het Vliegertje
2017-2018;6e leerjaar;0;10;Het Vliegertje
2018-2019;3e leerjaar;1;45;Het Vliegertje
2018-2019;2e leerjaar;1;46;Het Vliegertje
2019-2020;3e leerjaar;2;48;Het Vliegertje
2019-2020;4e leerjaar;1;47;Het Vliegertje
2019-2020;2e leerjaar;1;48;Het Vliegertje
2019-2020;1e leerjaar;4;48;Het Vliegertje
2019-2020;6e leerjaar;0;32;Het Vliegertje
2019-2020;5e leerjaar;0;45;Het Vliegertje
2012-2013;2e leerjaar;4;45;Het Baronneke
2012-2013;3e leerjaar;2;38;Het Baronneke
2012-2013;4e leerjaar;0;40;Het Baronneke
2011-2012;4e leerjaar;2;39;Het Baronneke
2012-2013;1e leerjaar;4;48;Het Baronneke
2011-2012;3e leerjaar;2;40;Het Baronneke
2011-2012;2e leerjaar;4;42;Het Baronneke
2012-2013;6e leerjaar;0;37;Het Baronneke
2012-2013;5e leerjaar;0;37;Het Baronneke
2014-2015;3e leerjaar;0;44;Het Baronneke
2013-2014;2e leerjaar;2;43;Het Baronneke
2011-2012;1e leerjaar;6;43;Het Baronneke
2013-2014;4e leerjaar;1;42;Het Baronneke
2013-2014;6e leerjaar;0;27;Het Baronneke
2013-2014;1e leerjaar;4;47;Het Baronneke
2011-2012;5e leerjaar;1;39;Het Baronneke
2011-2012;6e leerjaar;0;37;Het Baronneke
2015-2016;1e leerjaar;1;47;Het Baronneke
2015-2016;2e leerjaar;0;45;Het Baronneke
2015-2016;3e leerjaar;0;43;Het Baronneke
2015-2016;4e leerjaar;0;46;Het Baronneke
2015-2016;5e leerjaar;0;45;Het Baronneke
2015-2016;6e leerjaar;0;29;Het Baronneke
2013-2014;5e leerjaar;1;41;Het Baronneke
2010-2011;6e leerjaar;1;34;Het Baronneke
2014-2015;1e leerjaar;1;45;Het Baronneke
2013-2014;3e leerjaar;2;43;Het Baronneke
2014-2015;2e leerjaar;0;45;Het Baronneke
2010-2011;1e leerjaar;3;48;Het Baronneke
2010-2011;2e leerjaar;3;46;Het Baronneke
2010-2011;3e leerjaar;6;38;Het Baronneke
2010-2011;4e leerjaar;2;45;Het Baronneke
2010-2011;5e leerjaar;0;38;Het Baronneke
2014-2015;6e leerjaar;0;39;Het Baronneke
2014-2015;5e leerjaar;0;40;Het Baronneke
2014-2015;4e leerjaar;1;46;Het Baronneke
2017-2018;6e leerjaar;0;37;Het Baronneke
2019-2020;1e leerjaar;1;48;Het Baronneke
2019-2020;2e leerjaar;2;40;Het Baronneke
2019-2020;3e leerjaar;2;44;Het Baronneke
2019-2020;4e leerjaar;2;42;Het Baronneke
2019-2020;6e leerjaar;0;33;Het Baronneke
2017-2018;1e leerjaar;4;45;Het Baronneke
2017-2018;5e leerjaar;0;38;Het Baronneke
2016-2017;6e leerjaar;0;36;Het Baronneke
2017-2018;2e leerjaar;3;46;Het Baronneke
2017-2018;4e leerjaar;1;39;Het Baronneke
2019-2020;5e leerjaar;1;42;Het Baronneke
2016-2017;4e leerjaar;1;40;Het Baronneke
2016-2017;2e leerjaar;3;45;Het Baronneke
2016-2017;3e leerjaar;0;41;Het Baronneke
2016-2017;1e leerjaar;4;46;Het Baronneke
2017-2018;3e leerjaar;2;42;Het Baronneke
2018-2019;6e leerjaar;0;32;Het Baronneke
2018-2019;5e leerjaar;0;40;Het Baronneke
2018-2019;4e leerjaar;1;40;Het Baronneke
2018-2019;3e leerjaar;2;43;Het Baronneke
2018-2019;2e leerjaar;2;45;Het Baronneke
2018-2019;1e leerjaar;0;41;Het Baronneke
2016-2017;5e leerjaar;0;43;Het Baronneke
2010-2011;3e leerjaar;5;30;De Kleine Ontdekker
2010-2011;6e leerjaar;0;15;De Kleine Ontdekker
2011-2012;1e leerjaar;7;36;De Kleine Ontdekker
2011-2012;2e leerjaar;5;40;De Kleine Ontdekker
2011-2012;3e leerjaar;6;31;De Kleine Ontdekker
2011-2012;4e leerjaar;5;20;De Kleine Ontdekker
2011-2012;6e leerjaar;0;16;De Kleine Ontdekker
2010-2011;5e leerjaar;8;28;De Kleine Ontdekker
2010-2011;4e leerjaar;2;39;De Kleine Ontdekker
2014-2015;6e leerjaar;0;12;De Kleine Ontdekker
2014-2015;3e leerjaar;0;35;De Kleine Ontdekker
2014-2015;4e leerjaar;1;28;De Kleine Ontdekker
2015-2016;1e leerjaar;2;48;De Kleine Ontdekker
2010-2011;2e leerjaar;4;40;De Kleine Ontdekker
2015-2016;6e leerjaar;0;23;De Kleine Ontdekker
2015-2016;5e leerjaar;2;32;De Kleine Ontdekker
2013-2014;6e leerjaar;0;13;De Kleine Ontdekker
2015-2016;4e leerjaar;0;30;De Kleine Ontdekker
2011-2012;5e leerjaar;1;25;De Kleine Ontdekker
2014-2015;2e leerjaar;0;34;De Kleine Ontdekker
2014-2015;1e leerjaar;2;26;De Kleine Ontdekker
2015-2016;3e leerjaar;4;36;De Kleine Ontdekker
2015-2016;2e leerjaar;2;23;De Kleine Ontdekker
2014-2015;5e leerjaar;2;32;De Kleine Ontdekker
2012-2013;6e leerjaar;0;17;De Kleine Ontdekker
2012-2013;5e leerjaar;0;15;De Kleine Ontdekker
2012-2013;4e leerjaar;0;27;De Kleine Ontdekker
2012-2013;3e leerjaar;0;37;De Kleine Ontdekker
2012-2013;2e leerjaar;0;33;De Kleine Ontdekker
2012-2013;1e leerjaar;1;42;De Kleine Ontdekker
2013-2014;5e leerjaar;0;23;De Kleine Ontdekker
2010-2011;1e leerjaar;9;55;De Kleine Ontdekker
2013-2014;1e leerjaar;5;46;De Kleine Ontdekker
2013-2014;2e leerjaar;0;39;De Kleine Ontdekker
2013-2014;4e leerjaar;1;33;De Kleine Ontdekker
2013-2014;3e leerjaar;3;33;De Kleine Ontdekker
2018-2019;4e leerjaar;0;36;De Kleine Ontdekker
2019-2020;2e leerjaar;2;47;De Kleine Ontdekker
2019-2020;1e leerjaar;6;46;De Kleine Ontdekker
2016-2017;2e leerjaar;2;45;De Kleine Ontdekker
2016-2017;1e leerjaar;2;45;De Kleine Ontdekker
2019-2020;3e leerjaar;3;47;De Kleine Ontdekker
2018-2019;1e leerjaar;8;47;De Kleine Ontdekker
2019-2020;4e leerjaar;2;41;De Kleine Ontdekker
2018-2019;3e leerjaar;6;46;De Kleine Ontdekker
2017-2018;4e leerjaar;6;25;De Kleine Ontdekker
2018-2019;5e leerjaar;5;30;De Kleine Ontdekker
2018-2019;6e leerjaar;0;19;De Kleine Ontdekker
2018-2019;2e leerjaar;7;46;De Kleine Ontdekker
2016-2017;5e leerjaar;10;38;De Kleine Ontdekker
2017-2018;6e leerjaar;0;24;De Kleine Ontdekker
2016-2017;6e leerjaar;0;16;De Kleine Ontdekker
2019-2020;5e leerjaar;2;37;De Kleine Ontdekker
2016-2017;4e leerjaar;2;36;De Kleine Ontdekker
2016-2017;3e leerjaar;4;25;De Kleine Ontdekker
2017-2018;1e leerjaar;8;44;De Kleine Ontdekker
2017-2018;2e leerjaar;7;46;De Kleine Ontdekker
2017-2018;3e leerjaar;5;45;De Kleine Ontdekker
2017-2018;5e leerjaar;4;37;De Kleine Ontdekker
2019-2020;6e leerjaar;0;15;De Kleine Ontdekker
2010-2011;5e leerjaar;1;16;De Mozaïek
2011-2012;1e leerjaar;1;24;De Mozaïek
2014-2015;3e leerjaar;3;20;De Mozaïek
2014-2015;4e leerjaar;0;19;De Mozaïek
2014-2015;5e leerjaar;1;14;De Mozaïek
2013-2014;4e leerjaar;1;15;De Mozaïek
2013-2014;3e leerjaar;3;21;De Mozaïek
2013-2014;2e leerjaar;3;20;De Mozaïek
2014-2015;2e leerjaar;2;16;De Mozaïek
2014-2015;6e leerjaar;1;17;De Mozaïek
2010-2011;6e leerjaar;0;13;De Mozaïek
2010-2011;4e leerjaar;3;23;De Mozaïek
2015-2016;1e leerjaar;1;24;De Mozaïek
2015-2016;2e leerjaar;0;18;De Mozaïek
2015-2016;3e leerjaar;2;18;De Mozaïek
2015-2016;4e leerjaar;1;23;De Mozaïek
2015-2016;5e leerjaar;0;17;De Mozaïek
2010-2011;3e leerjaar;2;20;De Mozaïek
2010-2011;2e leerjaar;2;19;De Mozaïek
2010-2011;1e leerjaar;2;21;De Mozaïek
2013-2014;1e leerjaar;1;22;De Mozaïek
2012-2013;3e leerjaar;1;16;De Mozaïek
2012-2013;6e leerjaar;0;15;De Mozaïek
2011-2012;6e leerjaar;0;12;De Mozaïek
2011-2012;4e leerjaar;0;18;De Mozaïek
2011-2012;5e leerjaar;0;20;De Mozaïek
2012-2013;5e leerjaar;1;15;De Mozaïek
2012-2013;4e leerjaar;3;19;De Mozaïek
2011-2012;2e leerjaar;1;23;De Mozaïek
2015-2016;6e leerjaar;0;12;De Mozaïek
2013-2014;5e leerjaar;1;19;De Mozaïek
2014-2015;1e leerjaar;2;21;De Mozaïek
2012-2013;2e leerjaar;1;20;De Mozaïek
2012-2013;1e leerjaar;1;18;De Mozaïek
2013-2014;6e leerjaar;0;15;De Mozaïek
2011-2012;3e leerjaar;1;21;De Mozaïek
2016-2017;5e leerjaar;2;21;De Mozaïek
2019-2020;5e leerjaar;0;20;De Mozaïek
2019-2020;4e leerjaar;1;22;De Mozaïek
2019-2020;3e leerjaar;1;21;De Mozaïek
2019-2020;2e leerjaar;1;24;De Mozaïek
2019-2020;1e leerjaar;0;23;De Mozaïek
2018-2019;5e leerjaar;1;13;De Mozaïek
2018-2019;6e leerjaar;0;13;De Mozaïek
2019-2020;6e leerjaar;0;15;De Mozaïek
2016-2017;4e leerjaar;0;15;De Mozaïek
2017-2018;5e leerjaar;1;14;De Mozaïek
2017-2018;4e leerjaar;0;12;De Mozaïek
2017-2018;3e leerjaar;0;19;De Mozaïek
2017-2018;2e leerjaar;1;21;De Mozaïek
2016-2017;3e leerjaar;1;17;De Mozaïek
2018-2019;4e leerjaar;0;16;De Mozaïek
2017-2018;6e leerjaar;0;14;De Mozaïek
2016-2017;6e leerjaar;0;13;De Mozaïek
2017-2018;1e leerjaar;1;15;De Mozaïek
2016-2017;2e leerjaar;3;21;De Mozaïek
2016-2017;1e leerjaar;2;22;De Mozaïek
2018-2019;1e leerjaar;1;23;De Mozaïek
2018-2019;2e leerjaar;3;17;De Mozaïek
2018-2019;3e leerjaar;1;19;De Mozaïek
2010-2011;3e leerjaar;6;29;De Bever
2010-2011;1e leerjaar;4;34;De Bever
2013-2014;4e leerjaar;0;22;De Bever
2010-2011;4e leerjaar;2;22;De Bever
2010-2011;5e leerjaar;1;17;De Bever
2014-2015;5e leerjaar;2;21;De Bever
2010-2011;2e leerjaar;3;24;De Bever
2014-2015;6e leerjaar;0;13;De Bever
2015-2016;4e leerjaar;1;33;De Bever
2015-2016;6e leerjaar;0;17;De Bever
2014-2015;3e leerjaar;5;35;De Bever
2014-2015;2e leerjaar;1;32;De Bever
2014-2015;1e leerjaar;3;40;De Bever
2013-2014;5e leerjaar;2;21;De Bever
2013-2014;3e leerjaar;1;37;De Bever
2013-2014;2e leerjaar;0;29;De Bever
2013-2014;1e leerjaar;3;36;De Bever
2010-2011;6e leerjaar;2;12;De Bever
2014-2015;4e leerjaar;1;36;De Bever
2015-2016;5e leerjaar;1;34;De Bever
2013-2014;6e leerjaar;0;13;De Bever
2012-2013;1e leerjaar;6;35;De Bever
2011-2012;6e leerjaar;0;11;De Bever
2011-2012;5e leerjaar;3;23;De Bever
2011-2012;4e leerjaar;1;22;De Bever
2011-2012;3e leerjaar;3;21;De Bever
2015-2016;2e leerjaar;0;30;De Bever
2011-2012;1e leerjaar;4;46;De Bever
2012-2013;2e leerjaar;4;38;De Bever
2012-2013;3e leerjaar;0;23;De Bever
2012-2013;4e leerjaar;0;18;De Bever
2012-2013;5e leerjaar;2;22;De Bever
2012-2013;6e leerjaar;0;11;De Bever
2015-2016;1e leerjaar;5;39;De Bever
2015-2016;3e leerjaar;2;32;De Bever
2011-2012;2e leerjaar;4;31;De Bever
2019-2020;5e leerjaar;1;29;De Bever
2017-2018;5e leerjaar;0;38;De Bever
2017-2018;4e leerjaar;0;32;De Bever
2017-2018;3e leerjaar;4;37;De Bever
2019-2020;4e leerjaar;2;41;De Bever
2017-2018;2e leerjaar;3;36;De Bever
2019-2020;3e leerjaar;1;43;De Bever
2019-2020;2e leerjaar;3;44;De Bever
2019-2020;1e leerjaar;4;39;De Bever
2019-2020;6e leerjaar;1;26;De Bever
2017-2018;6e leerjaar;0;27;De Bever
2017-2018;1e leerjaar;4;40;De Bever
2016-2017;5e leerjaar;1;31;De Bever
2016-2017;4e leerjaar;1;36;De Bever
2016-2017;3e leerjaar;1;31;De Bever
2016-2017;2e leerjaar;1;40;De Bever
2016-2017;1e leerjaar;4;36;De Bever
2018-2019;6e leerjaar;0;27;De Bever
2018-2019;5e leerjaar;1;28;De Bever
2018-2019;4e leerjaar;1;34;De Bever
2018-2019;3e leerjaar;7;42;De Bever
2018-2019;2e leerjaar;2;39;De Bever
2018-2019;1e leerjaar;2;45;De Bever
2016-2017;6e leerjaar;0;25;De Bever
2012-2013;5e leerjaar;1;42;De Kangoeroe
2013-2014;1e leerjaar;5;46;De Kangoeroe
2013-2014;2e leerjaar;5;51;De Kangoeroe
2013-2014;3e leerjaar;3;47;De Kangoeroe
2013-2014;4e leerjaar;2;42;De Kangoeroe
2013-2014;5e leerjaar;0;33;De Kangoeroe
2013-2014;6e leerjaar;0;39;De Kangoeroe
2012-2013;4e leerjaar;5;37;De Kangoeroe
2012-2013;3e leerjaar;5;46;De Kangoeroe
2012-2013;2e leerjaar;8;47;De Kangoeroe
2012-2013;1e leerjaar;9;56;De Kangoeroe
2011-2012;2e leerjaar;4;50;De Kangoeroe
2012-2013;6e leerjaar;0;44;De Kangoeroe
2011-2012;5e leerjaar;4;46;De Kangoeroe
2011-2012;1e leerjaar;3;52;De Kangoeroe
2011-2012;6e leerjaar;0;36;De Kangoeroe
2014-2015;1e leerjaar;3;49;De Kangoeroe
